,created,favoriteCount,favorited,id,id.1,isRetweet,label,latitude,longitude,replyToSID,replyToSN,replyToUID,retweetCount,retweeted,screenName,statusSource,text,truncated,dayInWeek,hourInDay,tokenized,numchar,numWords,avgWordLen,wholeUpper,numURL,numHash,mention,startQuote,startMention,startHash,numComa,numQuoSym,numSmiley,numStopWord,wordLength,posTagged,nerTagged
0,2016-07-12 00:56:00,14207,False,0,7.52668e+17,False,-1.0,,,,,,5256,False,realDonaldTrump,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Senior United States District Judge Robert E. Payne today ruled in favor of Trump campaign delegates who had argued..https://t.co/qVwfjgCHU7,False,1,0,Senior United States District Judge Robert E. Payne today ruled in favor of Trump campaign delegates who had argued..$URL$,140,19,6.421052631578948,0,1,0,0,0,0,0,0,0,0,4,6.421052631578948,NNP NNP NNPS NNP NNP NNP NNP NNP NN VBD IN NN IN NNP NN NNS WP VBD NN ,Senior LOCATION LOCATION District Judge PERSON PERSON PERSON today ruled in favor of PERSON campaign delegates who had argued..$URL$ 
1,2016-07-11 22:18:00,9666,False,1,7.52628e+17,False,-1.0,,,,,,3432,False,realDonaldTrump,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Speech on Veterans' Reform:  https://t.co/XB7RMwesMK,False,0,22,Speech on Veterans' Reform: $URL$,52,5,9.4,0,1,0,0,0,0,0,0,0,0,1,9.4,NN IN NN NN NN ,Speech on Veterans' Reform: $URL$ 
2,2016-07-11 21:40:00,25531,False,2,7.52619e+17,False,-1.0,,,,,,8810,False,realDonaldTrump,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Great poll- Florida! Thank you! https://t.co/4FuPpL5WOM,False,0,21,Great poll- Florida! Thank you! $URL$,55,6,8.333333333333334,0,1,0,0,0,0,0,0,0,0,0,8.333333333333334,JJ FW FW VB FW FW ,Great poll- Florida! Thank you! $URL$ 
3,2016-07-11 19:51:00,28850,False,3,7.52591e+17,False,-1.0,,,,,,9112,False,realDonaldTrump,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Thoughts and prayers with the victims; and their families- along with everyone at the Berrien County Courthouse in St. Joseph; Michigan.,False,0,19,Thoughts and prayers with the victims; and their families- along with everyone at the Berrien County Courthouse in St. Joseph; Michigan.,136,21,5.523809523809524,0,0,0,0,0,0,0,2,0,0,9,5.523809523809524,NNS CC NNS IN DT NN CC PRP$ NN IN IN NN IN DT NNP NNP NN IN NNP NNP NNP ,Thoughts and prayers with the victims; and their families- along with everyone at the LOCATION LOCATION LOCATION in LOCATION LOCATION LOCATION 
4,2016-07-11 11:57:00,12567,False,4,7.52472e+17,False,-1.0,,,,,,4144,False,realDonaldTrump,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Join me in Westfield; Indiana- tomorrow night at 7:30pm! #Trump2016   Tickets: https://t.co/Jj9TmSEoOd https://t.co/Rq6YRHlpib,False,0,11,Join me in Westfield; Indiana- tomorrow night at $NUMBER$:30pm! $HASHTAG$ Tickets: $URL$d $URL$,126,13,8.615384615384615,0,2,1,0,0,0,0,1,0,0,3,8.615384615384615,VB PRP IN NNP NNP NN NN IN NNP NNP NNP NNP NNP ,Join me in Westfield; Indiana- tomorrow night at $NUMBER$:30pm! $HASHTAG$ Tickets: $URL$d $URL$ 
5,2016-07-10 18:58:00,22978,False,5,7.52215e+17,False,1.0,,,,,,6564,False,realDonaldTrump,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",I heard that the underachieving John King of @CNN on Inside Politics was one hour of lies. Happily; few people are watching - dead network!,False,6,18,I heard that the underachieving John King of $MENTION$ on Inside Politics was one hour of lies. Happily; few people are watching - dead network!,139,25,4.6,0,0,0,1,0,0,0,1,0,0,8,4.6,PRP VBD IN DT VBG NNP NNP IN NNP IN NNP NNP VBD CD NN IN FW FW JJ NNS VBP VBG : JJ NN ,I heard that the underachieving PERSON PERSON of $MENTION$ on Inside Politics was one hour of lies. Happily; few people are watching - dead network! 
6,2016-07-10 18:42:00,44600,False,6,7.52211e+17,False,1.0,,,,,,14520,False,realDonaldTrump,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",The media is so dishonest. If I make a statement; they twist it and turn it to make it sound bad or foolish.They think the public is stupid!,False,6,18,The media is so dishonest. If I make a statement; they twist it and turn it to make it sound bad or foolish.They think the public is stupid!,140,28,4.035714285714286,0,0,0,0,0,0,0,1,0,0,12,4.035714285714286,DT NNS VBZ RB JJ IN PRP VBP DT NN PRP VBP PRP CC VB PRP TO VB PRP VB JJ CC NN VBP DT NN VBZ NN ,The media is so dishonest. If I make a statement; they twist it and turn it to make it sound bad or foolish.They think the public is stupid! 
7,2016-07-10 18:27:00,35167,False,7,7.52208e+17,False,1.0,,,,,,11975,False,realDonaldTrump,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",President Obama thinks the nation is not as divided as people think. He is living in a world of the make believe!,False,6,18,President Obama thinks the nation is not as divided as people think. He is living in a world of the make believe!,113,22,4.181818181818182,0,0,0,0,0,0,0,0,0,0,10,4.181818181818182,NNP NNP VBZ DT NN VBZ RB RB VBN IN NNS VBP PRP VBZ VBG IN DT NN IN DT NN NN ,President PERSON thinks the nation is not as divided as people think. He is living in a world of the make believe! 
8,2016-07-10 12:02:00,55495,False,8,7.52111e+17,False,1.0,,,,,,19030,False,realDonaldTrump,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Look what is happening to our country under the WEAK leadership of Obama and people like Crooked Hillary Clinton. We are a divided nation!,False,6,12,Look what is happening to our country under the WEAK leadership of Obama and people like Crooked Hillary Clinton. We are a divided nation!,138,24,4.791666666666667,0,0,0,0,0,0,0,0,0,0,10,4.791666666666667,VB WP VBZ VBG TO PRP$ NN IN DT JJ NN IN NNP CC NNS IN NNP NNP NNP PRP VBP DT JJ NN ,Look what is happening to our country under the WEAK leadership of PERSON and people like Crooked PERSON PERSON We are a divided nation! 
9,2016-07-09 21:22:00,24040,False,9,7.51889e+17,False,-1.0,,,,,,9147,False,realDonaldTrump,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",New poll - thank you! #Trump2016  https://t.co/Mi87Vmw06H https://t.co/WmqvcYG4r3,False,5,21,New poll - thank you! $HASHTAG$ $URL$ $URL$,81,8,9.125,0,2,1,0,0,0,0,0,0,0,0,9.125,JJ NN : VB FW FW FW FW ,New poll - thank you! $HASHTAG$ $URL$ $URL$ 
10,2016-07-09 15:18:00,25035,False,10,7.51798e+17,False,1.0,,,,,,5710,False,realDonaldTrump,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Way to go @serenawilliams  - you are a true champion. Proud of you!,False,5,15,Way to go $MENTION$ - you are a true champion. Proud of you!,67,13,4.153846153846154,0,0,0,1,0,0,0,0,0,0,5,4.153846153846154,NN TO VB NN : PRP VBP DT JJ NNP NNP IN NN ,Way to go $MENTION$ - you are a true champion. Proud of you! 
11,2016-07-08 23:26:00,39088,False,11,7.51558e+17,False,-1.0,,,,,,14639,False,realDonaldTrump,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",MAKE AMERICA SAFE AGAIN!  https://t.co/m0AJWlV8nm https://t.co/P0GleHEmJy,False,4,23,MAKE AMERICA SAFE AGAIN! $URL$ $URL$,73,6,11.166666666666666,1,2,0,0,0,0,0,0,0,0,0,11.166666666666666,VB NNP NNP NNP NNP NNP ,MAKE AMERICA SAFE AGAIN! $URL$ $URL$ 
12,2016-07-08 21:31:00,42313,False,12,7.51529e+17,False,-1.0,,,,,,14074,False,realDonaldTrump,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Isn't it sad that on a day of national tragedy Hillary Clinton is answering softball questions about her email lies on @CNN?,False,4,21,Isn't it sad that on a day of national tragedy Hillary Clinton is answering softball questions about her email lies on $MENTION$?,124,22,4.681818181818182,0,0,0,1,0,0,0,0,0,0,9,4.681818181818182,VB PRP JJ IN IN DT NN IN JJ NN NNP NNP VBZ VBG NN NNS IN PRP$ NN VBZ IN NN ,Isn't it sad that on a day of national tragedy PERSON PERSON is answering softball questions about her email lies on $MENTION$? 
13,2016-07-08 14:32:00,40857,False,13,7.51424e+17,False,-1.0,,,,,,8989,False,realDonaldTrump,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Due to the horrific events taking place in our country; I have decided to postpone my speech on economic opportunity- today in Miami.,False,4,14,Due to the horrific events taking place in our country; I have decided to postpone my speech on economic opportunity- today in Miami.,133,23,4.826086956521739,0,0,0,0,0,0,0,1,0,0,9,4.826086956521739,JJ TO DT JJ NNS VBG NN IN PRP$ NN PRP VBP VBN TO VB PRP$ NN IN JJ NN NN IN NNP ,Due to the horrific events taking place in our country; I have decided to postpone my speech on economic opportunity- today in LOCATION 
14,2016-07-08 13:20:00,19591,False,14,7.51406e+17,False,-1.0,,,,,,7401,False,realDonaldTrump,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Last night's horrific execution-style shootings of 12 Dallas law enforcement officers...https://t.co/mwzYU98yTt,False,4,13,Last night's horrific execution-style shootings of $NUMBER$ Dallas law enforcement officers...$URL$,111,11,9.181818181818182,0,1,0,0,0,0,0,0,0,0,1,9.181818181818182,JJ JJ JJ JJ NNS IN NNP NNP NN NN NN ,Last night's horrific execution-style shootings of $NUMBER$ LOCATION law enforcement officers...$URL$ 
15,2016-07-08 11:02:00,84236,False,15,7.51371e+17,False,1.0,,,,,,28851,False,realDonaldTrump,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Prayers and condolences to all of the families who are so thoroughly devastated by the horrors we are all watching take place in our country,False,4,11,Prayers and condolences to all of the families who are so thoroughly devastated by the horrors we are all watching take place in our country,140,25,4.64,0,0,0,0,0,0,0,0,0,0,15,4.64,NNS CC NNS TO DT IN DT NNS WP VBP RB RB VBN IN DT NNS PRP VBP DT VBG VB NN IN PRP$ NN ,Prayers and condolences to all of the families who are so thoroughly devastated by the horrors we are all watching take place in our country 
16,2016-07-08 01:52:00,54637,False,16,7.51232e+17,False,1.0,,,,,,20210,False,realDonaldTrump,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",After today; Crooked Hillary can officially be called Lyin' Crooked Hillary.,False,4,1,After today; Crooked Hillary can officially be called Lyin' Crooked Hillary.,76,11,6.0,0,0,0,0,0,0,0,1,0,0,2,6.0,IN NNP NNP NNP MD RB VB VBN NNP NNP NNP ,After today; Crooked PERSON can officially be called Lyin' Crooked Hillary. 
